  card           ,code            ,rgb             ,hex    ,name              ,domain        
  PQ_4967-colors ,PQ-7622C        ,"rgb(147,39,44)  ",#93272C,                  ,product-design
  PQ_4967-colors ,PQ-2062C        ,"rgb(180,69,141) ",#B4458D,                  ,product-design
  PQ_4967-colors ,PQ-19-2033TCX   ,"rgb(132,44,72)  ",#842C48,Anemone           ,product-design
  PQ_4967-colors ,PQ-2049C        ,"rgb(133,44,77)  ",#852C4D,                  ,product-design
  PQ_4967-colors ,PQ-8105C        ,"rgb(143,44,106) ",#8F2C6A,                  ,product-design
  PQ_4967-colors ,PQ-19-2630TCX   ,"rgb(146,49,111) ",#92316F,Wild Aster        ,product-design
  PQ_4967-colors ,PQ-174C         ,"rgb(150,56,33)  ",#963821,                  ,product-design
  PQ_4967-colors ,PQ-2443C        ,"rgb(141,57,33)  ",#8D3921,                  ,product-design
  PQ_4967-colors ,PQ-19-1540TCX   ,"rgb(126,57,47)  ",#7E392F,Burnt Henna       ,product-design
  PQ_4967-colors ,PQ-7656C        ,"rgb(142,58,128) ",#8E3A80,                  ,product-design
  PQ_4967-colors ,PQ-8104C        ,"rgb(149,57,125) ",#95397D,                  ,product-design
  PQ_4967-colors ,PQ-8841C        ,"rgb(140,46,85)  ",#8C2E55,                  ,product-design
  PQ_4967-colors ,PQ-18-2320TCX   ,"rgb(138,51,113) ",#8A3371,Clover            ,product-design
  PQ_4967-colors ,PQ-18-2929TCX   ,"rgb(140,53,115) ",#8C3573,Purple Wine       ,product-design
  PQ_4967-colors ,PQ-18-3120TCX   ,"rgb(142,68,131) ",#8E4483,Willowherb        ,product-design
  PQ_4967-colors ,PQ-18-3331TCX   ,"rgb(141,70,135) ",#8D4687,Hyacinth Violet   ,product-design
  PQ_4967-colors ,PQ-724C         ,"rgb(147,77,17)  ",#934D11,                  ,product-design
  PQ_4967-colors ,PQ-19-1532TCX   ,"rgb(129,54,57)  ",#813639,Rosewood          ,product-design
  PQ_4967-colors ,PQ-7609C        ,"rgb(130,59,52)  ",#823B34,                  ,product-design
  PQ_4967-colors ,PQ-19-1530TCX   ,"rgb(126,57,64)  ",#7E3940,Burnt Russet      ,product-design
  PQ_4967-colors ,PQ-689C         ,"rgb(137,59,103) ",#893B67,                  ,product-design
  PQ_4967-colors ,PQ-10206C       ,"rgb(131,67,123) ",#83437B,                  ,product-design
  PQ_4967-colors ,PQ-2354C        ,"rgb(146,78,140) ",#924E8C,                  ,product-design
  PQ_4967-colors ,PQ-7601C        ,"rgb(131,65,44)  ",#83412C,                  ,product-design
  PQ_4967-colors ,PQ-19-1245TCX   ,"rgb(136,67,50)  ",#884332,Arabian Spice     ,product-design
  PQ_4967-colors ,PQ-697C         ,"rgb(137,60,71)  ",#893C47,                  ,product-design
  PQ_4967-colors ,PQ-18-1420TCX   ,"rgb(124,76,83)  ",#7C4C53,Wild Ginger       ,product-design
  PQ_4967-colors ,PQ-18-1619TCX   ,"rgb(131,70,85)  ",#834655,Maroon            ,product-design
  PQ_4967-colors ,PQ-8820C        ,"rgb(135,62,94)  ",#873E5E,                  ,product-design
  PQ_4967-colors ,PQ-8840C        ,"rgb(142,61,86)  ",#8E3D56,                  ,product-design
  PQ_4967-colors ,PQ-18-1716TCX   ,"rgb(133,76,101) ",#854C65,Damson            ,product-design
  PQ_4967-colors ,PQ-8125C        ,"rgb(134,69,118) ",#864576,                  ,product-design
  PQ_4967-colors ,PQ-10212C       ,"rgb(144,83,150) ",#905396,                  ,product-design
  PQ_4967-colors ,PQ-18-1246TCX   ,"rgb(148,74,31)  ",#944A1F,Umber             ,product-design
  PQ_4967-colors ,PQ-19-1333TCX   ,"rgb(128,72,57)  ",#804839,Sequoia           ,product-design
  PQ_4967-colors ,PQ-7581C        ,"rgb(134,74,51)  ",#864A33,                  ,product-design
  PQ_4967-colors ,PQ-18-1425TCX   ,"rgb(130,77,70)  ",#824D46,Mahogany          ,product-design
  PQ_4967-colors ,PQ-18-1426TCX   ,"rgb(132,75,77)  ",#844B4D,Apple Butter      ,product-design
  PQ_4967-colors ,PQ-4985C        ,"rgb(135,75,82)  ",#874B52,                  ,product-design
  PQ_4967-colors ,PQ-8540C        ,"rgb(132,74,79)  ",#844A4F,                  ,product-design
  PQ_4967-colors ,PQ-18-1725TCX   ,"rgb(140,71,89)  ",#8C4759,Dry Rose          ,product-design
  PQ_4967-colors ,PQ-18-1709TCX   ,"rgb(128,84,102) ",#805466,Tulipwood         ,product-design
  PQ_4967-colors ,PQ-18-1720TCX   ,"rgb(139,73,99)  ",#8B4963,Violet Quartz     ,product-design
  PQ_4967-colors ,PQ-5135C        ,"rgb(126,84,117) ",#7E5475,                  ,product-design
  PQ_4967-colors ,PQ-18-3015TCX   ,"rgb(134,77,117) ",#864D75,Amethyst          ,product-design
  PQ_4967-colors ,PQ-18-1242TCX   ,"rgb(131,79,61)  ",#834F3D,Brown Patina      ,product-design
  PQ_4967-colors ,PQ-7567C        ,"rgb(137,83,47)  ",#89532F,                  ,product-design
  PQ_4967-colors ,PQ-18-1230TCX   ,"rgb(135,78,60)  ",#874E3C,Coconut Shell     ,product-design
  PQ_4967-colors ,PQ-18-1238TCX   ,"rgb(133,81,65)  ",#855141,Rustic Brown      ,product-design
  PQ_4967-colors ,PQ-18-1512TCX   ,"rgb(128,86,91)  ",#80565B,Rose Brown        ,product-design
  PQ_4967-colors ,PQ-18-1616TCX   ,"rgb(136,81,87)  ",#885157,Roan Rouge        ,product-design
  PQ_4967-colors ,PQ-10205C       ,"rgb(137,80,132) ",#895084,                  ,product-design
  PQ_4967-colors ,PQ-2081C        ,"rgb(134,94,156) ",#865E9C,                  ,product-design
  PQ_4967-colors ,PQ-18-0937TCX   ,"rgb(130,94,47)  ",#825E2F,Bronze Brown      ,product-design
  PQ_4967-colors ,PQ-464C         ,"rgb(139,91,41)  ",#8B5B29,                  ,product-design
  PQ_4967-colors ,PQ-18-0933TCX   ,"rgb(129,91,55)  ",#815B37,Rubber            ,product-design
  PQ_4967-colors ,PQ-10369C       ,"rgb(140,89,50)  ",#8C5932,                  ,product-design
  PQ_4967-colors ,PQ-2319C        ,"rgb(140,92,48)  ",#8C5C30,                  ,product-design
  PQ_4967-colors ,PQ-7505C        ,"rgb(129,96,64)  ",#816040,                  ,product-design
  PQ_4967-colors ,PQ-10374C       ,"rgb(122,97,77)  ",#7A614D,                  ,product-design
  PQ_4967-colors ,PQ-18-1314TCX   ,"rgb(126,94,82)  ",#7E5E52,Acorn             ,product-design
  PQ_4967-colors ,PQ-18-1326TCX   ,"rgb(126,92,84)  ",#7E5C54,Nutmeg            ,product-design
  PQ_4967-colors ,PQ-18-1612TCX   ,"rgb(128,96,98)  ",#806062,Rose Taupe        ,product-design
  PQ_4967-colors ,PQ-437C         ,"rgb(123,100,105)",#7B6469,                  ,product-design
  PQ_4967-colors ,PQ-18-3418TCX   ,"rgb(131,94,129) ",#835E81,Chinese Violet    ,product-design
  PQ_4967-colors ,PQ-667C         ,"rgb(124,105,146)",#7C6992,                  ,product-design
  PQ_4967-colors ,PQ-8123C        ,"rgb(138,90,148) ",#8A5A94,                  ,product-design
  PQ_4967-colors ,PQ-7559C        ,"rgb(143,106,42) ",#8F6A2A,                  ,product-design
  PQ_4967-colors ,PQ-10351C       ,"rgb(136,105,53) ",#886935,                  ,product-design
  PQ_4967-colors ,PQ-10362C       ,"rgb(134,101,61) ",#86653D,                  ,product-design
  PQ_4967-colors ,PQ-18-1018TCX   ,"rgb(127,103,79) ",#7F674F,Otter             ,product-design
  PQ_4967-colors ,PQ-7531C        ,"rgb(122,104,85) ",#7A6855,                  ,product-design
  PQ_4967-colors ,PQ-18-1312TCX   ,"rgb(123,102,96) ",#7B6660,Deep Taupe        ,product-design
  PQ_4967-colors ,PQ-10193C       ,"rgb(131,106,122)",#836A7A,                  ,product-design
  PQ_4967-colors ,PQ-18-3211TCX   ,"rgb(133,103,123)",#85677B,Grapeade          ,product-design
  PQ_4967-colors ,PQ-5205C        ,"rgb(134,100,122)",#86647A,                  ,product-design
  PQ_4967-colors ,PQ-10215C       ,"rgb(133,108,162)",#856CA2,                  ,product-design
  PQ_4967-colors ,PQ-139C         ,"rgb(175,109,4)  ",#AF6D04,                  ,product-design
  PQ_4967-colors ,PQ-8962C        ,"rgb(173,108,0)  ",#AD6C00,                  ,product-design
  PQ_4967-colors ,PQ-7558C        ,"rgb(150,113,38) ",#967126,                  ,product-design
  PQ_4967-colors ,PQ-10344C       ,"rgb(131,113,65) ",#837141,                  ,product-design
  PQ_4967-colors ,PQ-17-0935TCX   ,"rgb(138,111,72) ",#8A6F48,Dull Gold         ,product-design
  PQ_4967-colors ,PQ-873C         ,"rgb(134,109,75) ",#866D4B,                  ,product-design
  PQ_4967-colors ,PQ-18-1022TCX   ,"rgb(131,107,79) ",#836B4F,Ermine            ,product-design
  PQ_4967-colors ,PQ-872C         ,"rgb(133,113,77) ",#85714D,                  ,product-design
  PQ_4967-colors ,PQ-10373C       ,"rgb(134,111,91) ",#866F5B,                  ,product-design
  PQ_4967-colors ,PQ-18-1017TCX   ,"rgb(129,109,94) ",#816D5E,Caribou           ,product-design
  PQ_4967-colors ,PQ-10378C       ,"rgb(129,111,100)",#816F64,                  ,product-design
  PQ_4967-colors ,PQ-17-0909TCX   ,"rgb(128,111,99) ",#806F63,Fossil            ,product-design
  PQ_4967-colors ,PQ-17-1410TCX   ,"rgb(130,112,100)",#827064,Pine Bark         ,product-design
  PQ_4967-colors ,PQ-8462C        ,"rgb(129,114,125)",#81727D,                  ,product-design
  PQ_4967-colors ,PQ-17-3911TCX   ,"rgb(127,124,129)",#7F7C81,Silver Filigree   ,product-design
  PQ_4967-colors ,PQ-2359C        ,"rgb(127,115,132)",#7F7384,                  ,product-design
  PQ_4967-colors ,PQ-18-3718TCX   ,"rgb(128,115,150)",#807396,Purple Haze       ,product-design
  PQ_4967-colors ,PQ-8660C        ,"rgb(142,120,49) ",#8E7831,                  ,product-design
  PQ_4967-colors ,PQ-871C         ,"rgb(132,117,78) ",#84754E,                  ,product-design
  PQ_4967-colors ,PQ-2327C        ,"rgb(131,121,88) ",#837958,                  ,product-design
  PQ_4967-colors ,PQ-17-0620TCX   ,"rgb(129,122,96) ",#817A60,Aloe              ,product-design
  PQ_4967-colors ,PQ-17-0627TCX   ,"rgb(132,122,89) ",#847A59,Dried Herb        ,product-design
  PQ_4967-colors ,PQ-18-0617TCX   ,"rgb(128,118,95) ",#80765F,Covert Green      ,product-design
  PQ_4967-colors ,PQ-17-0618TCX   ,"rgb(129,122,101)",#817A65,Mermaid           ,product-design
  PQ_4967-colors ,PQ-18-1108TCX   ,"rgb(128,118,105)",#807669,Fallen Rock       ,product-design
  PQ_4967-colors ,PQ-18-1110TCX   ,"rgb(130,119,107)",#82776B,Brindle           ,product-design
  PQ_4967-colors ,PQ-17-0613TCX   ,"rgb(128,125,111)",#807D6F,Vetiver           ,product-design
  PQ_4967-colors ,PQ-WarmGray9C   ,"rgb(131,120,111)",#83786F,                  ,product-design
  PQ_4967-colors ,PQ-10394C       ,"rgb(126,123,121)",#7E7B79,                  ,product-design
  PQ_4967-colors ,PQ-18-1210TCX   ,"rgb(132,122,117)",#847A75,Driftwood         ,product-design
  PQ_4967-colors ,PQ-409C         ,"rgb(133,120,116)",#857874,                  ,product-design
  PQ_4967-colors ,PQ-10383C       ,"rgb(132,125,128)",#847D80,                  ,product-design
  PQ_4967-colors ,PQ-17-3907TCX   ,"rgb(126,125,136)",#7E7D88,Quicksilver       ,product-design
  PQ_4967-colors ,PQ-17-4014TCX   ,"rgb(128,125,127)",#807D7F,Titanium          ,product-design
  PQ_4967-colors ,PQ-18-3710TCX   ,"rgb(132,121,134)",#847986,Gray Ridge        ,product-design
  PQ_4967-colors ,PQ-8401C        ,"rgb(127,127,126)",#7F7F7E,                  ,product-design
  PQ_4967-colors ,PQ-8140C        ,"rgb(135,124,151)",#877C97,                  ,product-design
  PQ_4967-colors ,PQ-8161C        ,"rgb(128,127,153)",#807F99,                  ,product-design
  PQ_4967-colors ,PQ-10228C       ,"rgb(132,126,165)",#847EA5,                  ,product-design
  PQ_4967-colors ,PQ-17-3730TCX   ,"rgb(139,121,177)",#8B79B1,Paisley Purple    ,product-design
  PQ_4967-colors ,PQ-271C         ,"rgb(149,149,210)",#9595D2,                  ,product-design
  PQ_4967-colors ,PQ-118C         ,"rgb(172,132,0)  ",#AC8400,                  ,product-design
  PQ_4967-colors ,PQ-8643C        ,"rgb(173,137,0)  ",#AD8900,                  ,product-design
  PQ_4967-colors ,PQ-7760C        ,"rgb(145,133,44) ",#91852C,                  ,product-design
  PQ_4967-colors ,PQ-7768C        ,"rgb(143,126,53) ",#8F7E35,                  ,product-design
  PQ_4967-colors ,PQ-10337C       ,"rgb(132,125,86) ",#847D56,                  ,product-design
  PQ_4967-colors ,PQ-18-0525TCX   ,"rgb(129,132,85) ",#818455,Iguana            ,product-design
  PQ_4967-colors ,PQ-17-0525TCX   ,"rgb(133,137,97) ",#858961,Mosstone          ,product-design
  PQ_4967-colors ,PQ-17-1500TCX   ,"rgb(130,126,124)",#827E7C,Steeple Gray      ,product-design
  PQ_4967-colors ,PQ-18-4105TCX   ,"rgb(128,129,125)",#80817D,Moon Mist         ,product-design
  PQ_4967-colors ,PQ-17-1502TCX   ,"rgb(131,127,127)",#837F7F,Cloudburst        ,product-design
  PQ_4967-colors ,PQ-17-3914TCX   ,"rgb(131,132,135)",#838487,Sharkskin         ,product-design
  PQ_4967-colors ,PQ-8421C        ,"rgb(130,128,128)",#828080,                  ,product-design
  PQ_4967-colors ,PQ-15-4307TCX   ,"rgb(127,135,147)",#7F8793,Tradewinds        ,product-design
  PQ_4967-colors ,PQ-17-4405TCX   ,"rgb(132,137,140)",#84898C,Monument          ,product-design
  PQ_4967-colors ,PQ-17-3933TCX   ,"rgb(129,131,154)",#81839A,Silver Bullet     ,product-design
  PQ_4967-colors ,PQ-10232C       ,"rgb(132,130,163)",#8482A3,                  ,product-design
  PQ_4967-colors ,PQ-17-3817TCX   ,"rgb(137,129,160)",#8981A0,Daybreak          ,product-design
  PQ_4967-colors ,PQ-7674C        ,"rgb(135,140,180)",#878CB4,                  ,product-design
  PQ_4967-colors ,PQ-16-3925TCX   ,"rgb(145,155,201)",#919BC9,Easter Egg        ,product-design
  PQ_4967-colors ,PQ-3558C        ,"rgb(148,156,208)",#949CD0,                  ,product-design
  PQ_4967-colors ,PQ-5767C        ,"rgb(138,141,74) ",#8A8D4A,                  ,product-design
  PQ_4967-colors ,PQ-17-0324TCX   ,"rgb(132,145,97) ",#849161,Epsom             ,product-design
  PQ_4967-colors ,PQ-5773C        ,"rgb(137,144,100)",#899064,                  ,product-design
  PQ_4967-colors ,PQ-16-5807TCX   ,"rgb(129,143,132)",#818F84,Lily Pad          ,product-design
  PQ_4967-colors ,PQ-17-6206TCX   ,"rgb(136,141,130)",#888D82,Shadow            ,product-design
  PQ_4967-colors ,PQ-423C         ,"rgb(137,141,141)",#898D8D,                  ,product-design
  PQ_4967-colors ,PQ-CoolGray8C   ,"rgb(136,139,141)",#888B8D,                  ,product-design
  PQ_4967-colors ,PQ-8160C        ,"rgb(138,139,153)",#8A8B99,                  ,product-design
  PQ_4967-colors ,PQ-8240C        ,"rgb(134,147,151)",#869397,                  ,product-design
  PQ_4967-colors ,PQ-2164C        ,"rgb(126,147,167)",#7E93A7,                  ,product-design
  PQ_4967-colors ,PQ-10238C       ,"rgb(135,137,169)",#8789A9,                  ,product-design
  PQ_4967-colors ,PQ-10251C       ,"rgb(129,144,171)",#8190AB,                  ,product-design
  PQ_4967-colors ,PQ-17-3919TCX   ,"rgb(133,143,177)",#858FB1,Purple Impression ,product-design
  PQ_4967-colors ,PQ-15-3932TCX   ,"rgb(129,154,193)",#819AC1,Bel Air Blue      ,product-design
  PQ_4967-colors ,PQ-2136C        ,"rgb(131,148,184)",#8394B8,                  ,product-design
  PQ_4967-colors ,PQ-17-3929TCX   ,"rgb(136,149,197)",#8895C5,Pale Iris         ,product-design
  PQ_4967-colors ,PQ-104C         ,"rgb(175,152,0)  ",#AF9800,                  ,product-design
  PQ_4967-colors ,PQ-613C         ,"rgb(179,155,0)  ",#B39B00,                  ,product-design
  PQ_4967-colors ,PQ-7495C        ,"rgb(143,153,62) ",#8F993E,                  ,product-design
  PQ_4967-colors ,PQ-10311C       ,"rgb(136,150,131)",#889683,                  ,product-design
  PQ_4967-colors ,PQ-16-5804TCX   ,"rgb(138,150,145)",#8A9691,Slate Gray        ,product-design
  PQ_4967-colors ,PQ-8320C        ,"rgb(141,149,141)",#8D958D,                  ,product-design
  PQ_4967-colors ,PQ-16-4109TCX   ,"rgb(135,155,163)",#879BA3,Arona             ,product-design
  PQ_4967-colors ,PQ-16-4114TCX   ,"rgb(130,156,165)",#829CA5,Stone Blue        ,product-design
  PQ_4967-colors ,PQ-16-4013TCX   ,"rgb(134,153,171)",#8699AB,Ashley Blue       ,product-design
  PQ_4967-colors ,PQ-2121C        ,"rgb(143,172,217)",#8FACD9,                  ,product-design
  PQ_4967-colors ,PQ-398C         ,"rgb(173,164,0)  ",#ADA400,                  ,product-design
  PQ_4967-colors ,PQ-16-0439TCX   ,"rgb(144,155,76) ",#909B4C,Spinach Green     ,product-design
  PQ_4967-colors ,PQ-16-0123TCX   ,"rgb(137,160,107)",#89A06B,Tendril           ,product-design
  PQ_4967-colors ,PQ-16-0220TCX   ,"rgb(138,162,130)",#8AA282,Mistletoe         ,product-design
  PQ_4967-colors ,PQ-16-6216TCX   ,"rgb(135,159,132)",#879F84,Basil             ,product-design
  PQ_4967-colors ,PQ-10298C       ,"rgb(134,163,138)",#86A38A,                  ,product-design
  PQ_4967-colors ,PQ-16-5907TCX   ,"rgb(134,162,147)",#86A293,Granite Green     ,product-design
  PQ_4967-colors ,PQ-16-4408TCX   ,"rgb(140,159,161)",#8C9FA1,Slate             ,product-design
  PQ_4967-colors ,PQ-16-4411TCX   ,"rgb(134,161,169)",#86A1A9,Tourmaline        ,product-design
  PQ_4967-colors ,PQ-2163C        ,"rgb(134,156,174)",#869CAE,                  ,product-design
  PQ_4967-colors ,PQ-10317C       ,"rgb(141,168,110)",#8DA86E,                  ,product-design
  PQ_4967-colors ,PQ-2262C        ,"rgb(140,172,137)",#8CAC89,                  ,product-design
  PQ_4967-colors ,PQ-2457C        ,"rgb(139,170,153)",#8BAA99,                  ,product-design
  PQ_4967-colors ,PQ-15-5207TCX   ,"rgb(137,172,172)",#89ACAC,Aquifer           ,product-design
  PQ_4967-colors ,PQ-283C         ,"rgb(146,193,233)",#92C1E9,                  ,product-design
  PQ_4967-colors ,PQ-2205C        ,"rgb(137,178,196)",#89B2C4,                  ,product-design
  PQ_4967-colors ,PQ-550C         ,"rgb(141,185,202)",#8DB9CA,                  ,product-design
  PQ_4967-colors ,PQ-14-4318TCX   ,"rgb(138,186,211)",#8ABAD3,Sky Blue          ,product-design
  PQ_4967-colors ,PQ-14-4121TCX   ,"rgb(147,180,215)",#93B4D7,Blue Bell         ,product-design
  PQ_4967-colors ,PQ-2455C        ,"rgb(146,188,179)",#92BCB3,                  ,product-design
  PQ_4967-colors ,PQ-14-5711TCX   ,"rgb(142,197,182)",#8EC5B6,Ocean Wave        ,product-design
  PQ_4967-colors ,PQ-10109C       ,"rgb(178,170,60) ",#B2AA3C,                  ,product-design
  PQ_4967-colors ,PQ-382C         ,"rgb(196,214,0)  ",#C4D600,                  ,product-design
  PQ_4967-colors ,PQ-7745C        ,"rgb(171,173,35) ",#ABAD23,                  ,product-design
  PQ_4967-colors ,PQ-635C         ,"rgb(164,219,232)",#A4DBE8,                  ,product-design
  PQ_4967-colors ,PQ-2297C        ,"rgb(192,223,22) ",#C0DF16,                  ,product-design
  PQ_4967-colors ,PQ-13-0117TCX   ,"rgb(160,218,169)",#A0DAA9,Green Ash         ,product-design
  PQ_4967-colors ,PQ-351C         ,"rgb(162,228,184)",#A2E4B8,                  ,product-design
  PQ_4967-colors ,PQ-397C         ,"rgb(191,184,0)  ",#BFB800,                  ,product-design
  PQ_4967-colors ,PQ-13-0442TCX   ,"rgb(176,201,101)",#B0C965,Green Glow        ,product-design
  PQ_4967-colors ,PQ-358C         ,"rgb(173,220,145)",#ADDC91,                  ,product-design
  PQ_4967-colors ,PQ-13-0220TCX   ,"rgb(178,231,159)",#B2E79F,Paradise Green    ,product-design
  PQ_4967-colors ,PQ-571C         ,"rgb(152,219,206)",#98DBCE,                  ,product-design
  PQ_4967-colors ,PQ-324C         ,"rgb(156,219,217)",#9CDBD9,                  ,product-design
  PQ_4967-colors ,PQ-19-1557TCX   ,"rgb(155,27,48)  ",#9B1B30,Chili Pepper      ,product-design
  PQ_4967-colors ,PQ-19-1559TCX   ,"rgb(157,32,47)  ",#9D202F,Scarlet Sage      ,product-design
  PQ_4967-colors ,PQ-19-1758TCX   ,"rgb(161,23,41)  ",#A11729,Haute Red         ,product-design
  PQ_4967-colors ,PQ-19-1761TCX   ,"rgb(172,14,46)  ",#AC0E2E,Tango Red         ,product-design
  PQ_4967-colors ,PQ-3517C        ,"rgb(186,0,32)   ",#BA0020,                  ,product-design
  PQ_4967-colors ,PQ-1945C        ,"rgb(166,9,61)   ",#A6093D,                  ,product-design
  PQ_4967-colors ,PQ-7426C        ,"rgb(164,18,63)  ",#A4123F,                  ,product-design
  PQ_4967-colors ,PQ-19-1955TCX   ,"rgb(164,18,71)  ",#A41247,Cerise            ,product-design
  PQ_4967-colors ,PQ-7648C        ,"rgb(153,30,102) ",#991E66,                  ,product-design
  PQ_4967-colors ,PQ-201C         ,"rgb(157,34,53)  ",#9D2235,                  ,product-design
  PQ_4967-colors ,PQ-7420C        ,"rgb(155,34,66)  ",#9B2242,                  ,product-design
  PQ_4967-colors ,PQ-19-2047TCX   ,"rgb(152,37,81)  ",#982551,Sangria           ,product-design
  PQ_4967-colors ,PQ-704C         ,"rgb(158,42,47)  ",#9E2A2F,                  ,product-design
  PQ_4967-colors ,PQ-7628C        ,"rgb(158,42,43)  ",#9E2A2B,                  ,product-design
  PQ_4967-colors ,PQ-7641C        ,"rgb(142,44,72)  ",#8E2C48,                  ,product-design
  PQ_4967-colors ,PQ-8864C        ,"rgb(147,42,81)  ",#932A51,                  ,product-design
  PQ_4967-colors ,PQ-19-2434TCX   ,"rgb(158,44,106) ",#9E2C6A,Festival Fuchsia  ,product-design
  PQ_4967-colors ,PQ-252C         ,"rgb(201,100,207)",#C964CF,                  ,product-design
  PQ_4967-colors ,PQ-484C         ,"rgb(154,51,36)  ",#9A3324,                  ,product-design
  PQ_4967-colors ,PQ-7637C        ,"rgb(145,47,70)  ",#912F46,                  ,product-design
  PQ_4967-colors ,PQ-18-3339TCX   ,"rgb(153,60,124) ",#993C7C,Vivid Viola       ,product-design
  PQ_4967-colors ,PQ-18-1340TCX   ,"rgb(158,70,36)  ",#9E4624,Potter's Clay     ,product-design
  PQ_4967-colors ,PQ-492C         ,"rgb(143,50,55)  ",#8F3237,                  ,product-design
  PQ_4967-colors ,PQ-8862C        ,"rgb(150,45,71)  ",#962D47,                  ,product-design
  PQ_4967-colors ,PQ-2021C        ,"rgb(157,72,21)  ",#9D4815,                  ,product-design
  PQ_4967-colors ,PQ-19-1250TCX   ,"rgb(141,63,45)  ",#8D3F2D,Picante           ,product-design
  PQ_4967-colors ,PQ-7600C        ,"rgb(141,63,43)  ",#8D3F2B,                  ,product-design
  PQ_4967-colors ,PQ-18-1440TCX   ,"rgb(142,60,54)  ",#8E3C36,Chili Oil         ,product-design
  PQ_4967-colors ,PQ-18-1442TCX   ,"rgb(145,56,50)  ",#913832,Red Ochre         ,product-design
  PQ_4967-colors ,PQ-19-1543TCX   ,"rgb(140,55,62)  ",#8C373E,Brick Red         ,product-design
  PQ_4967-colors ,PQ-19-1533TCX   ,"rgb(136,67,68)  ",#884344,Cowhide           ,product-design
  PQ_4967-colors ,PQ-7434C        ,"rgb(155,50,89)  ",#9B3259,                  ,product-design
  PQ_4967-colors ,PQ-8865C        ,"rgb(144,55,94)  ",#90375E,                  ,product-design
  PQ_4967-colors ,PQ-10201C       ,"rgb(147,63,122) ",#933F7A,                  ,product-design
  PQ_4967-colors ,PQ-18-3022TCX   ,"rgb(144,63,117) ",#903F75,Deep Orchid       ,product-design
  PQ_4967-colors ,PQ-8103C        ,"rgb(145,75,139) ",#914B8B,                  ,product-design
  PQ_4967-colors ,PQ-154C         ,"rgb(155,90,26)  ",#9B5A1A,                  ,product-design
  PQ_4967-colors ,PQ-18-1531TCX   ,"rgb(143,66,59)  ",#8F423B,Barn Red          ,product-design
  PQ_4967-colors ,PQ-8861C        ,"rgb(146,60,71)  ",#923C47,                  ,product-design
  PQ_4967-colors ,PQ-7640C        ,"rgb(147,64,84)  ",#934054,                  ,product-design
  PQ_4967-colors ,PQ-18-1718TCX   ,"rgb(136,76,94)  ",#884C5E,Hawthorn Rose     ,product-design
  PQ_4967-colors ,PQ-18-2527TCX   ,"rgb(151,60,108) ",#973C6C,Baton Rouge       ,product-design
  PQ_4967-colors ,PQ-2048C        ,"rgb(151,57,97)  ",#973961,                  ,product-design
  PQ_4967-colors ,PQ-8124C        ,"rgb(139,76,132) ",#8B4C84,                  ,product-design
  PQ_4967-colors ,PQ-1395C        ,"rgb(153,96,23)  ",#996017,                  ,product-design
  PQ_4967-colors ,PQ-18-1163TCX   ,"rgb(160,92,23)  ",#A05C17,Pumpkin Spice     ,product-design
  PQ_4967-colors ,PQ-18-1345TCX   ,"rgb(155,71,34)  ",#9B4722,Cinnamon Stick    ,product-design
  PQ_4967-colors ,PQ-18-1244TCX   ,"rgb(140,74,47)  ",#8C4A2F,Ginger Bread      ,product-design
  PQ_4967-colors ,PQ-18-1613TCX   ,"rgb(134,85,96)  ",#865560,Renaissance Rose  ,product-design
  PQ_4967-colors ,PQ-682C         ,"rgb(153,72,120) ",#994878,                  ,product-design
  PQ_4967-colors ,PQ-528C         ,"rgb(181,128,209)",#B580D1,                  ,product-design
  PQ_4967-colors ,PQ-18-1154TCX   ,"rgb(145,85,43)  ",#91552B,Glazed Ginger     ,product-design
  PQ_4967-colors ,PQ-18-1155TCX   ,"rgb(147,85,41)  ",#935529,Sugar Almond      ,product-design
  PQ_4967-colors ,PQ-7587C        ,"rgb(146,76,46)  ",#924C2E,                  ,product-design
  PQ_4967-colors ,PQ-18-1140TCX   ,"rgb(140,84,58)  ",#8C543A,Mocha Bisque      ,product-design
  PQ_4967-colors ,PQ-17-1142TCX   ,"rgb(139,89,62)  ",#8B593E,Argan Oil         ,product-design
  PQ_4967-colors ,PQ-2469C        ,"rgb(143,87,58)  ",#8F573A,                  ,product-design
  PQ_4967-colors ,PQ-18-1229TCX   ,"rgb(133,92,76)  ",#855C4C,Carob Brown       ,product-design
  PQ_4967-colors ,PQ-18-3011TCX   ,"rgb(137,92,121) ",#895C79,Argyle Purple     ,product-design
  PQ_4967-colors ,PQ-18-3025TCX   ,"rgb(148,78,135) ",#944E87,Striking Purple   ,product-design
  PQ_4967-colors ,PQ-2086C        ,"rgb(160,139,203)",#A08BCB,                  ,product-design
  PQ_4967-colors ,PQ-3543C        ,"rgb(160,138,204)",#A08ACC,                  ,product-design
  PQ_4967-colors ,PQ-17-1052TCX   ,"rgb(147,89,43)  ",#93592B,Roasted Pecan     ,product-design
  PQ_4967-colors ,PQ-18-1142TCX   ,"rgb(151,87,43)  ",#97572B,Leather Brown     ,product-design
  PQ_4967-colors ,PQ-18-1137TCX   ,"rgb(134,94,73)  ",#865E49,Rawhide           ,product-design
  PQ_4967-colors ,PQ-18-1235TCX   ,"rgb(143,95,80)  ",#8F5F50,Russet            ,product-design
