  code             ,rgb             ,hex    ,name
  266 XGC          ,"rgb(126,75,176) ",#7E4BB0,    
  267 XGC          ,"rgb(99,42,167)  ",#632AA7,    
  268 XGC          ,"rgb(91,40,127)  ",#5B287F,    
  269 XGC          ,"rgb(84,41,109)  ",#54296D,    
  270 XGC          ,"rgb(175,178,217)",#AFB2D9,    
  271 XGC          ,"rgb(149,147,205)",#9593CD,    
  272 XGC          ,"rgb(115,114,193)",#7372C1,    
  273 XGC          ,"rgb(30,13,97)   ",#1E0D61,    
  274 XGC          ,"rgb(33,19,81)   ",#211351,    
  275 XGC          ,"rgb(31,20,72)   ",#1F1448,    
  276 XGC          ,"rgb(32,24,52)   ",#201834,    
  277 XGC          ,"rgb(170,198,227)",#AAC6E3,    
  278 XGC          ,"rgb(148,178,220)",#94B2DC,    
  279 XGC          ,"rgb(99,143,206) ",#638FCE,    
  280 XGC          ,"rgb(20,35,101)  ",#142365,    
  281 XGC          ,"rgb(20,33,86)   ",#142156,    
  282 XGC          ,"rgb(16,31,67)   ",#101F43,    
  283 XGC          ,"rgb(158,191,225)",#9EBFE1,    
  284 XGC          ,"rgb(129,171,217)",#81ABD9,    
  285 XGC          ,"rgb(38,116,194) ",#2674C2,    
  286 XGC          ,"rgb(3,62,158)   ",#033E9E,    
  287 XGC          ,"rgb(7,53,129)   ",#073581,    
  288 XGC          ,"rgb(8,48,109)   ",#08306D,    
  289 XGC          ,"rgb(10,38,69)   ",#0A2645,    
  290 XGC          ,"rgb(184,219,234)",#B8DBEA,    
  291 XGC          ,"rgb(153,199,229)",#99C7E5,    
  292 XGC          ,"rgb(112,174,221)",#70AEDD,    
  293 XGC          ,"rgb(0,74,167)   ",#004AA7,    
  294 XGC          ,"rgb(9,47,98)    ",#092F62,    
  295 XGC          ,"rgb(10,42,80)   ",#0A2A50,    
  296 XGC          ,"rgb(13,34,52)   ",#0D2234,    
  297 XGC          ,"rgb(120,198,231)",#78C6E7,    
  298 XGC          ,"rgb(62,180,226) ",#3EB4E2,    
  299 XGC          ,"rgb(0,160,219)  ",#00A0DB,    
  300 XGC          ,"rgb(0,95,173)   ",#005FAD,    
  301 XGC          ,"rgb(0,74,126)   ",#004A7E,    
  302 XGC          ,"rgb(0,62,93)    ",#003E5D,    
  303 XGC          ,"rgb(0,46,64)    ",#002E40,    
  304 XGC          ,"rgb(155,212,221)",#9BD4DD,    
  305 XGC          ,"rgb(108,197,221)",#6CC5DD,    
  306 XGC          ,"rgb(0,178,219)  ",#00B2DB,    
  307 XGC          ,"rgb(0,110,160)  ",#006EA0,    
  308 XGC          ,"rgb(0,88,119)   ",#005877,    
  309 XGC          ,"rgb(0,64,80)    ",#004050,    
  310 XGC          ,"rgb(114,202,214)",#72CAD6,    
  311 XGC          ,"rgb(56,189,209) ",#38BDD1,    
  312 XGC          ,"rgb(0,165,198)  ",#00A5C6,    
  313 XGC          ,"rgb(0,148,187)  ",#0094BB,    
  314 XGC          ,"rgb(0,130,163)  ",#0082A3,    
  315 XGC          ,"rgb(0,107,131)  ",#006B83,    
  316 XGC          ,"rgb(0,79,88)    ",#004F58,    
  317 XGC          ,"rgb(164,219,217)",#A4DBD9,    
  318 XGC          ,"rgb(132,210,210)",#84D2D2,    
  319 XGC          ,"rgb(69,195,199) ",#45C3C7,    
  320 XGC          ,"rgb(0,154,162)  ",#009AA2,    
  321 XGC          ,"rgb(0,141,148)  ",#008D94,    
  322 XGC          ,"rgb(0,116,119)  ",#007477,    
  323 XGC          ,"rgb(0,95,96)    ",#005F60,    
  324 XGC          ,"rgb(144,215,210)",#90D7D2,    
  325 XGC          ,"rgb(85,202,196) ",#55CAC4,    
  326 XGC          ,"rgb(0,178,166)  ",#00B2A6,    
  327 XGC          ,"rgb(0,137,118)  ",#008976,    
  328 XGC          ,"rgb(0,118,104)  ",#007668,    
  329 XGC          ,"rgb(0,107,96)   ",#006B60,    
  330 XGC          ,"rgb(0,85,78)    ",#00554E,    
  331 XGC          ,"rgb(159,220,203)",#9FDCCB,    
  332 XGC          ,"rgb(141,217,198)",#8DD9C6,    
  333 XGC          ,"rgb(76,207,184) ",#4CCFB8,    
  334 XGC          ,"rgb(0,156,122)  ",#009C7A,    
  335 XGC          ,"rgb(0,126,97)   ",#007E61,    
  336 XGC          ,"rgb(0,108,92)   ",#006C5C,    
  337 XGC          ,"rgb(138,215,185)",#8AD7B9,    
  338 XGC          ,"rgb(98,204,174) ",#62CCAE,    
  339 XGC          ,"rgb(0,178,134)  ",#00B286,    
  340 XGC          ,"rgb(0,152,106)  ",#00986A,    
  341 XGC          ,"rgb(0,124,83)   ",#007C53,    
  342 XGC          ,"rgb(0,103,70)   ",#006746,    
  343 XGC          ,"rgb(0,86,62)    ",#00563E,    
  344 XGC          ,"rgb(154,218,176)",#9ADAB0,    
  345 XGC          ,"rgb(140,215,172)",#8CD7AC,    
  346 XGC          ,"rgb(109,207,152)",#6DCF98,    
  347 XGC          ,"rgb(0,154,68)   ",#009A44,    
  348 XGC          ,"rgb(0,134,65)   ",#008641,    
  349 XGC          ,"rgb(0,104,55)   ",#006837,    
  350 XGC          ,"rgb(46,85,53)   ",#2E5535,    
  351 XGC          ,"rgb(156,217,173)",#9CD9AD,    
  352 XGC          ,"rgb(146,215,168)",#92D7A8,    
  353 XGC          ,"rgb(136,212,160)",#88D4A0,    
  354 XGC          ,"rgb(0,180,74)   ",#00B44A,    
  355 XGC          ,"rgb(0,157,60)   ",#009D3C,    
  356 XGC          ,"rgb(0,128,54)   ",#008036,    
  357 XGC          ,"rgb(38,93,52)   ",#265D34,    
  358 XGC          ,"rgb(168,217,141)",#A8D98D,    
  359 XGC          ,"rgb(162,215,128)",#A2D780,    
  360 XGC          ,"rgb(114,201,81) ",#72C951,    
  361 XGC          ,"rgb(71,179,52)  ",#47B334,    
  362 XGC          ,"rgb(81,159,44)  ",#519F2C,    
  363 XGC          ,"rgb(79,142,41)  ",#4F8E29,    
  364 XGC          ,"rgb(72,118,40)  ",#487628,    
  365 XGC          ,"rgb(183,220,134)",#B7DC86,    
  366 XGC          ,"rgb(176,217,118)",#B0D976,    
  367 XGC          ,"rgb(157,211,98) ",#9DD362,    
  368 XGC          ,"rgb(119,192,44) ",#77C02C,    
  369 XGC          ,"rgb(109,175,35) ",#6DAF23,    
  370 XGC          ,"rgb(106,148,30) ",#6A941E,    
  371 XGC          ,"rgb(87,104,39)  ",#576827,    
  372 XGC          ,"rgb(200,223,135)",#C8DF87,    
  373 XGC          ,"rgb(196,221,120)",#C4DD78,    
  374 XGC          ,"rgb(188,218,106)",#BCDA6A,    
  375 XGC          ,"rgb(152,204,3)  ",#98CC03,    
  376 XGC          ,"rgb(143,196,8)  ",#8FC408,    
  377 XGC          ,"rgb(131,164,19) ",#83A413,    
  378 XGC          ,"rgb(98,107,28)  ",#626B1C,    
  379 XGC          ,"rgb(215,225,102)",#D7E166,    
  380 XGC          ,"rgb(210,223,77) ",#D2DF4D,    
  381 XGC          ,"rgb(199,217,0)  ",#C7D900,    
  382 XGC          ,"rgb(194,215,0)  ",#C2D700,    
  383 XGC          ,"rgb(173,180,0)  ",#ADB400,    
  384 XGC          ,"rgb(157,157,0)  ",#9D9D00,    
  385 XGC          ,"rgb(127,121,34) ",#7F7922,    
  386 XGC          ,"rgb(222,227,102)",#DEE366,    
  387 XGC          ,"rgb(217,223,66) ",#D9DF42,    
  388 XGC          ,"rgb(215,223,52) ",#D7DF34,    
  389 XGC          ,"rgb(205,218,0)  ",#CDDA00,    
  390 XGC          ,"rgb(186,196,0)  ",#BAC400,    
  391 XGC          ,"rgb(165,161,0)  ",#A5A100,    
  392 XGC          ,"rgb(139,132,10) ",#8B840A,    
  393 XGC          ,"rgb(233,230,113)",#E9E671,    
  394 XGC          ,"rgb(229,227,71) ",#E5E347,    
  395 XGC          ,"rgb(228,226,43) ",#E4E22B,    
  396 XGC          ,"rgb(225,224,0)  ",#E1E000,    
  397 XGC          ,"rgb(191,188,0)  ",#BFBC00,    
  398 XGC          ,"rgb(177,166,0)  ",#B1A600,    
  399 XGC          ,"rgb(164,151,0)  ",#A49700,    
  400 XGC          ,"rgb(200,197,184)",#C8C5B8,    
  401 XGC          ,"rgb(179,173,161)",#B3ADA1,    
  402 XGC          ,"rgb(160,155,142)",#A09B8E,    
  403 XGC          ,"rgb(140,134,122)",#8C867A,    
  404 XGC          ,"rgb(118,111,100)",#766F64,    
  405 XGC          ,"rgb(105,98,89)  ",#696259,    
  406 XGC          ,"rgb(196,189,181)",#C4BDB5,    
  407 XGC          ,"rgb(177,167,160)",#B1A7A0,    
  408 XGC          ,"rgb(148,137,130)",#948982,    
  409 XGC          ,"rgb(125,114,106)",#7D726A,    
  410 XGC          ,"rgb(108,97,90)  ",#6C615A,    
  411 XGC          ,"rgb(90,79,75)   ",#5A4F4B,    
  412 XGC          ,"rgb(55,48,45)   ",#37302D,    
  413 XGC          ,"rgb(184,186,173)",#B8BAAD,    
  414 XGC          ,"rgb(168,169,156)",#A8A99C,    
  415 XGC          ,"rgb(143,144,132)",#8F9084,    
  416 XGC          ,"rgb(123,124,112)",#7B7C70,    
  417 XGC          ,"rgb(98,101,90)  ",#62655A,    
  418 XGC          ,"rgb(81,84,74)   ",#51544A,    
  419 XGC          ,"rgb(36,39,36)   ",#242724,    
  420 XGC          ,"rgb(205,205,203)",#CDCDCB,    
  421 XGC          ,"rgb(181,184,180)",#B5B8B4,    
  422 XGC          ,"rgb(160,163,162)",#A0A3A2,    
  423 XGC          ,"rgb(136,139,137)",#888B89,    
  424 XGC          ,"rgb(111,112,110)",#6F706E,    
  425 XGC          ,"rgb(86,91,90)   ",#565B5A,    
  426 XGC          ,"rgb(36,40,43)   ",#24282B,    
  427 XGC          ,"rgb(209,212,211)",#D1D4D3,    
  428 XGC          ,"rgb(199,204,202)",#C7CCCA,    
  429 XGC          ,"rgb(166,173,175)",#A6ADAF,    
  430 XGC          ,"rgb(125,136,139)",#7D888B,    
  431 XGC          ,"rgb(92,103,111) ",#5C676F,    
  432 XGC          ,"rgb(57,69,77)   ",#39454D,    
  433 XGC          ,"rgb(29,38,46)   ",#1D262E,    
  434 XGC          ,"rgb(211,200,195)",#D3C8C3,    
  435 XGC          ,"rgb(196,186,186)",#C4BABA,    
  436 XGC          ,"rgb(172,161,162)",#ACA1A2,    
  437 XGC          ,"rgb(119,104,106)",#77686A,    
  438 XGC          ,"rgb(87,74,74)   ",#574A4A,    
  439 XGC          ,"rgb(72,63,64)   ",#483F40,    
  440 XGC          ,"rgb(60,53,51)   ",#3C3533,    
  441 XGC          ,"rgb(181,197,193)",#B5C5C1,    
  442 XGC          ,"rgb(157,173,168)",#9DADA8,    
  443 XGC          ,"rgb(136,152,147)",#889893,    
  444 XGC          ,"rgb(104,118,117)",#687675,    
  445 XGC          ,"rgb(72,84,83)   ",#485453,    
  446 XGC          ,"rgb(55,66,63)   ",#37423F,    
  447 XGC          ,"rgb(50,55,49)   ",#323731,    
  448 XGC          ,"rgb(75,66,42)   ",#4B422A,    
  449 XGC          ,"rgb(81,69,38)   ",#514526,    
  450 XGC          ,"rgb(87,72,37)   ",#574825,    
  451 XGC          ,"rgb(158,150,100)",#9E9664,    
  452 XGC          ,"rgb(179,175,133)",#B3AF85,    
  453 XGC          ,"rgb(195,193,158)",#C3C19E,    
  454 XGC          ,"rgb(204,202,172)",#CCCAAC,    
  455 XGC          ,"rgb(102,88,30)  ",#66581E,    
  456 XGC          ,"rgb(160,141,38) ",#A08D26,    
  457 XGC          ,"rgb(184,159,12) ",#B89F0C,    
  458 XGC          ,"rgb(218,201,85) ",#DAC955,    
  459 XGC          ,"rgb(225,208,94) ",#E1D05E,    
  460 XGC          ,"rgb(225,216,123)",#E1D87B,    
  461 XGC          ,"rgb(233,225,151)",#E9E197,    
  462 XGC          ,"rgb(94,72,45)   ",#5E482D,    
  463 XGC          ,"rgb(117,79,43)  ",#754F2B,    
  464 XGC          ,"rgb(140,92,46)  ",#8C5C2E,    
  465 XGC          ,"rgb(191,155,95) ",#BF9B5F,    
  466 XGC          ,"rgb(206,175,122)",#CEAF7A,    
  467 XGC          ,"rgb(218,193,144)",#DAC190,    
  468 XGC          ,"rgb(225,206,164)",#E1CEA4,    
  469 XGC          ,"rgb(101,59,34)  ",#653B22,    
  470 XGC          ,"rgb(161,87,45)  ",#A1572D,    
  471 XGC          ,"rgb(186,95,40)  ",#BA5F28,    
  472 XGC          ,"rgb(230,164,110)",#E6A46E,    
  473 XGC          ,"rgb(239,193,152)",#EFC198,    
  474 XGC          ,"rgb(240,200,163)",#F0C8A3,    
  475 XGC          ,"rgb(248,210,178)",#F8D2B2,    
  476 XGC          ,"rgb(79,57,45)   ",#4F392D,    
  477 XGC          ,"rgb(96,59,46)   ",#603B2E,    
  478 XGC          ,"rgb(111,62,46)  ",#6F3E2E,    
  479 XGC          ,"rgb(169,128,108)",#A9806C,    
  480 XGC          ,"rgb(204,173,150)",#CCAD96,    
  481 XGC          ,"rgb(216,190,171)",#D8BEAB,    
  482 XGC          ,"rgb(222,202,181)",#DECAB5,    
  483 XGC          ,"rgb(104,47,38)  ",#682F26,    
  484 XGC          ,"rgb(158,50,38)  ",#9E3226,    
  485 XGC          ,"rgb(216,37,32)  ",#D82520,    
  486 XGC          ,"rgb(234,152,125)",#EA987D,    
  487 XGC          ,"rgb(235,171,147)",#EBAB93,    
  488 XGC          ,"rgb(233,190,171)",#E9BEAB,    
  489 XGC          ,"rgb(234,201,181)",#EAC9B5,    
  490 XGC          ,"rgb(91,46,51)   ",#5B2E33,    
  491 XGC          ,"rgb(123,59,66)  ",#7B3B42,    
  492 XGC          ,"rgb(142,61,69)  ",#8E3D45,    
  493 XGC          ,"rgb(220,143,157)",#DC8F9D,    
  494 XGC          ,"rgb(230,174,181)",#E6AEB5,    
  495 XGC          ,"rgb(237,190,198)",#EDBEC6,    
  496 XGC          ,"rgb(238,200,205)",#EEC8CD,    
  497 XGC          ,"rgb(79,51,50)   ",#4F3332,    
  498 XGC          ,"rgb(101,63,61)  ",#653F3D,    
  499 XGC          ,"rgb(118,72,69)  ",#764845,    
  500 XGC          ,"rgb(198,143,150)",#C68F96,    
  501 XGC          ,"rgb(218,171,176)",#DAABB0,    
  502 XGC          ,"rgb(230,194,197)",#E6C2C5,    
  503 XGC          ,"rgb(234,205,201)",#EACDC9,    
  504 XGC          ,"rgb(86,44,54)   ",#562C36,    
  505 XGC          ,"rgb(108,48,67)  ",#6C3043,    
