  code            ,rgb             ,hex    ,name
  498 CP          ,"rgb(106,57,50)  ",#6A3932,    
  499 CP          ,"rgb(123,71,68)  ",#7B4744,    
  500 CP          ,"rgb(197,139,147)",#C58B93,    
  501 CP          ,"rgb(220,168,178)",#DCA8B2,    
  502 CP          ,"rgb(235,195,198)",#EBC3C6,    
  503 CP          ,"rgb(237,205,209)",#EDCDD1,    
  504 CP          ,"rgb(93,53,59)   ",#5D353B,    
  505 CP          ,"rgb(111,59,66)  ",#6F3B42,    
  506 CP          ,"rgb(125,64,78)  ",#7D404E,    
  507 CP          ,"rgb(212,151,176)",#D497B0,    
  508 CP          ,"rgb(227,175,196)",#E3AFC4,    
  509 CP          ,"rgb(234,187,206)",#EABBCE,    
  510 CP          ,"rgb(239,198,211)",#EFC6D3,    
  511 CP          ,"rgb(98,42,82)   ",#622A52,    
  512 CP          ,"rgb(133,54,123) ",#85367B,    
  513 CP          ,"rgb(152,59,144) ",#983B90,    
  514 CP          ,"rgb(205,149,192)",#CD95C0,    
  515 CP          ,"rgb(220,173,205)",#DCADCD,    
  516 CP          ,"rgb(229,192,215)",#E5C0D7,    
  517 CP          ,"rgb(234,201,220)",#EAC9DC,    
  518 CP          ,"rgb(79,47,68)   ",#4F2F44,    
  519 CP          ,"rgb(94,45,93)   ",#5E2D5D,    
  520 CP          ,"rgb(106,50,116) ",#6A3274,    
  521 CP          ,"rgb(171,132,182)",#AB84B6,    
  522 CP          ,"rgb(190,160,199)",#BEA0C7,    
  523 CP          ,"rgb(206,182,212)",#CEB6D4,    
  524 CP          ,"rgb(219,199,221)",#DBC7DD,    
  525 CP          ,"rgb(87,42,93)   ",#572A5D,    
  526 CP          ,"rgb(116,58,141) ",#743A8D,    
  527 CP          ,"rgb(123,63,146) ",#7B3F92,    
  528 CP          ,"rgb(174,140,189)",#AE8CBD,    
  529 CP          ,"rgb(192,162,202)",#C0A2CA,    
  530 CP          ,"rgb(209,184,213)",#D1B8D5,    
  531 CP          ,"rgb(221,199,221)",#DDC7DD,    
  532 CP          ,"rgb(40,41,50)   ",#282932,    
  533 CP          ,"rgb(38,49,71)   ",#263147,    
  534 CP          ,"rgb(44,64,104)  ",#2C4068,    
  535 CP          ,"rgb(144,162,191)",#90A2BF,    
  536 CP          ,"rgb(163,179,203)",#A3B3CB,    
  537 CP          ,"rgb(193,207,221)",#C1CFDD,    
  538 CP          ,"rgb(207,217,227)",#CFD9E3,    
  539 CP          ,"rgb(29,46,67)   ",#1D2E43,    
  540 CP          ,"rgb(22,61,92)   ",#163D5C,    
  541 CP          ,"rgb(21,75,117)  ",#154B75,    
  542 CP          ,"rgb(112,167,208)",#70A7D0,    
  543 CP          ,"rgb(167,198,228)",#A7C6E4,    
  544 CP          ,"rgb(189,214,231)",#BDD6E7,    
  545 CP          ,"rgb(201,223,238)",#C9DFEE,    
  546 CP          ,"rgb(17,46,58)   ",#112E3A,    
  547 CP          ,"rgb(5,55,69)    ",#053745,    
  548 CP          ,"rgb(0,68,85)    ",#004455,    
  549 CP          ,"rgb(97,158,183) ",#619EB7,    
  550 CP          ,"rgb(140,182,202)",#8CB6CA,    
  551 CP          ,"rgb(156,195,209)",#9CC3D1,    
  552 CP          ,"rgb(191,213,221)",#BFD5DD,    
  553 CP          ,"rgb(50,80,64)   ",#325040,    
  554 CP          ,"rgb(51,100,71)  ",#336447,    
  555 CP          ,"rgb(58,112,80)  ",#3A7050,    
  556 CP          ,"rgb(121,167,141)",#79A78D,    
  557 CP          ,"rgb(140,180,161)",#8CB4A1,    
  558 CP          ,"rgb(163,196,182)",#A3C4B6,    
  559 CP          ,"rgb(178,206,192)",#B2CEC0,    
  560 CP          ,"rgb(42,69,56)   ",#2A4538,    
  561 CP          ,"rgb(35,97,81)   ",#236151,    
  562 CP          ,"rgb(22,117,101) ",#167565,    
  563 CP          ,"rgb(121,187,171)",#79BBAB,    
  564 CP          ,"rgb(150,201,188)",#96C9BC,    
  565 CP          ,"rgb(180,214,203)",#B4D6CB,    
  566 CP          ,"rgb(210,227,215)",#D2E3D7,    
  567 CP          ,"rgb(33,76,61)   ",#214C3D,    
  568 CP          ,"rgb(6,113,92)   ",#06715C,    
  569 CP          ,"rgb(0,143,117)  ",#008F75,    
  570 CP          ,"rgb(130,198,176)",#82C6B0,    
  571 CP          ,"rgb(166,211,193)",#A6D3C1,    
  572 CP          ,"rgb(190,221,206)",#BEDDCE,    
